[2021/8/7 - 9:46:52] Tai Cute da thu thap: +Sat: 32, +Ruby: 14, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 3:58:48] yangho the sun da thu thap: +Sat: 49, +Ruby: 14, +Vang: 1, +Kim Cuong: 0
[2021/8/19 - 3:59:37] Duck Emcee da thu thap: +Sat: 105, +Ruby: 42, +Vang: 1, +Kim Cuong: 0
[2021/8/19 - 4:12:02] yangho the sun da thu thap luc out sv : +Sat: 68, +Ruby: 27, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 4:12:34] Duck Emcee da thu thap: +Sat: 71, +Ruby: 29, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 4:17:36] Duck Emcee da thu thap: +Sat: 31, +Ruby: 9, +Vang: 1, +Kim Cuong: 0
[2021/8/19 - 4:17:38] Duck Emcee da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 4:54:20] Duck Emcee da thu thap: +Sat: 196, +Ruby: 88, +Vang: 1, +Kim Cuong: 0
[2021/8/19 - 5:13:38] Duck Emcee da thu thap: +Sat: 104, +Ruby: 45, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 5:18:10] Duck Emcee da thu thap luc out sv : +Sat: 24, +Ruby: 11, +Vang: 1, +Kim Cuong: 0
[2021/8/19 - 5:27:46] Duck Emcee da thu thap: +Sat: 34, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 5:41:10] Duck Emcee da thu thap: +Sat: 74, +Ruby: 30, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 5:48:39] Duck Emcee da thu thap: +Sat: 45, +Ruby: 12, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 5:51:01] Duck Emcee da thu thap luc out sv : +Sat: 17, +Ruby: 2, +Vang: 1, +Kim Cuong: 0
[2021/8/19 - 6:22:51] Duck Emcee da thu thap luc out sv : +Sat: 134, +Ruby: 48, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 6:30:54] Duck Emcee da thu thap luc out sv : +Sat: 31, +Ruby: 8, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 6:51:11] Duck Emcee da thu thap: +Sat: 98, +Ruby: 48, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 7:00:44] Duck Emcee da thu thap: +Sat: 59, +Ruby: 16, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 7:01:41] Duck Emcee da thu thap: +Sat: 6, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 7:06:01] Duck Emcee da thu thap: +Sat: 25, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 7:18:15] Duck Emcee da thu thap: +Sat: 67, +Ruby: 27, +Vang: 2, +Kim Cuong: 0
[2021/8/19 - 7:22:22] Duck Emcee da thu thap: +Sat: 23, +Ruby: 7, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 7:23:20] Duck Emcee da thu thap: +Sat: 2, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 7:37:49] Duck Emcee da thu thap luc out sv : +Sat: 80, +Ruby: 30, +Vang: 2, +Kim Cuong: 0
[2021/8/19 - 8:03:26] Duck Emcee da thu thap luc out sv : +Sat: 134, +Ruby: 43, +Vang: 1, +Kim Cuong: 1
[2021/8/19 - 12:13:55] yangho the sun da thu thap: +Sat: 0, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 12:14:15] yangho the sun da thu thap luc out sv : +Sat: 1, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 12:26:06] yangho the sun da thu thap luc out sv : +Sat: 43, +Ruby: 26, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 13:34:43] Duck Emcee da thu thap luc out sv : +Sat: 139, +Ruby: 39, +Vang: 3, +Kim Cuong: 0
[2021/8/19 - 13:48:52] yangho the sun da thu thap luc out sv : +Sat: 35, +Ruby: 9, +Vang: 1, +Kim Cuong: 0
[2021/8/19 - 13:53:40] yangho the sun da thu thap luc out sv : +Sat: 20, +Ruby: 9, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 14:11:46] Duck Emcee da thu thap: +Sat: 0, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 14:13:12] Duck Emcee da thu thap: +Sat: 10, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 14:23:09] Duck Emcee da thu thap: +Sat: 63, +Ruby: 15, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 14:25:03] Duck Emcee da thu thap: +Sat: 9, +Ruby: 5, +Vang: 1, +Kim Cuong: 0
[2021/8/19 - 14:33:00] Duck Emcee da thu thap: +Sat: 39, +Ruby: 18, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 14:42:36] Duck Emcee da thu thap: +Sat: 44, +Ruby: 22, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 14:43:24] Duck Emcee da thu thap: +Sat: 3, +Ruby: 3, +Vang: 1, +Kim Cuong: 0
[2021/8/19 - 14:48:26] Duck Emcee da thu thap: +Sat: 32, +Ruby: 7, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 14:49:12] Duck Emcee da thu thap: +Sat: 6, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 14:49:32] Duck Emcee da thu thap luc out sv : +Sat: 2, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 15:02:36] yangho the sun da thu thap luc out sv : +Sat: 191, +Ruby: 69, +Vang: 2, +Kim Cuong: 0
[2021/8/19 - 15:03:45] Duck Emcee da thu thap: +Sat: 80, +Ruby: 26, +Vang: 1, +Kim Cuong: 0
[2021/8/19 - 15:30:27] yangho the sun da thu thap: +Sat: 56, +Ruby: 20, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 15:46:51] nghia pham da thu thap: +Sat: 1438, +Ruby: 536, +Vang: 8, +Kim Cuong: 1
[2021/8/19 - 15:49:00] Duck Emcee da thu thap: +Sat: 249, +Ruby: 84, +Vang: 1, +Kim Cuong: 0
[2021/8/19 - 15:58:27] nghia pham da thu thap luc out sv : +Sat: 66, +Ruby: 18, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 15:59:46] nghia pham da thu thap luc out sv : +Sat: 2, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 16:01:50] yangho the sun da thu thap: +Sat: 40, +Ruby: 17, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 16:06:57] yangho the sun da thu thap luc out sv : +Sat: 25, +Ruby: 14, +Vang: 1, +Kim Cuong: 0
[2021/8/19 - 16:31:21] yangho the sun da thu thap luc out sv : +Sat: 73, +Ruby: 21, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 19:07:01] nghia pham da thu thap: +Sat: 1049, +Ruby: 387, +Vang: 6, +Kim Cuong: 0
[2021/8/19 - 22:04:30] nghia pham da thu thap: +Sat: 1015, +Ruby: 381, +Vang: 5, +Kim Cuong: 0
[2021/8/19 - 22:04:38] nghia pham da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 22:05:35] nghia pham da thu thap: +Sat: 7, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 22:09:58] nghia pham da thu thap: +Sat: 12, +Ruby: 10, +Vang: 0, +Kim Cuong: 0
[2021/8/19 - 23:52:25] Yangho The Sun da thu thap luc out sv : +Sat: 15, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/20 - 0:06:33] nghia pham da thu thap luc out sv : +Sat: 174, +Ruby: 60, +Vang: 1, +Kim Cuong: 0
[2021/8/20 - 0:26:16] Yangho The Sun da thu thap: +Sat: 195, +Ruby: 63, +Vang: 3, +Kim Cuong: 0
[2021/8/20 - 0:27:07] Yangho The Sun da thu thap luc out sv : +Sat: 6, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/20 - 11:39:30] Zuu Zuu da thu thap luc out sv : +Sat: 23, +Ruby: 10, +Vang: 0, +Kim Cuong: 0
[2021/8/20 - 11:47:32] nghia pham da thu thap: +Sat: 206, +Ruby: 70, +Vang: 4, +Kim Cuong: 0
[2021/8/20 - 14:23:39] Zuu Zuu da thu thap luc out sv : +Sat: 23, +Ruby: 4, +Vang: 0, +Kim Cuong: 0
[2021/8/20 - 16:40:32] nghia pham da thu thap: +Sat: 1689, +Ruby: 604, +Vang: 17, +Kim Cuong: 1
[2021/8/20 - 19:47:12] nghia pham da thu thap luc out sv : +Sat: 1082, +Ruby: 356, +Vang: 8, +Kim Cuong: 0
[2021/8/20 - 19:56:24] Yangho The Sun da thu thap luc out sv : +Sat: 91, +Ruby: 25, +Vang: 0, +Kim Cuong: 0
[2021/8/20 - 20:04:07] Yangho The Sun da thu thap luc out sv : +Sat: 41, +Ruby: 15, +Vang: 0, +Kim Cuong: 0
[2021/8/20 - 20:27:19] Yangho The Sun da thu thap luc out sv : +Sat: 49, +Ruby: 19, +Vang: 1, +Kim Cuong: 0
[2021/8/20 - 20:33:57] Yangho The Sun da thu thap luc out sv : +Sat: 24, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/8/20 - 21:50:50] nghia pham da thu thap luc out sv : +Sat: 704, +Ruby: 248, +Vang: 6, +Kim Cuong: 0
[2021/8/21 - 1:46:32] Duck Emcee da thu thap luc out sv : +Sat: 90, +Ruby: 29, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 2:08:23] Duck Emcee da thu thap: +Sat: 124, +Ruby: 38, +Vang: 1, +Kim Cuong: 0
[2021/8/21 - 3:23:45] Duck Emcee da thu thap: +Sat: 423, +Ruby: 150, +Vang: 3, +Kim Cuong: 1
[2021/8/21 - 3:32:57] Duck Emcee da thu thap luc out sv : +Sat: 54, +Ruby: 17, +Vang: 1, +Kim Cuong: 0
[2021/8/21 - 4:04:42] Duck Emcee da thu thap: +Sat: 165, +Ruby: 59, +Vang: 2, +Kim Cuong: 0
[2021/8/21 - 4:10:57] Duck Emcee da thu thap: +Sat: 37, +Ruby: 10, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 4:31:51] Duck Emcee da thu thap: +Sat: 123, +Ruby: 34, +Vang: 1, +Kim Cuong: 0
[2021/8/21 - 4:34:05] Duck Emcee da thu thap luc out sv : +Sat: 11, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 5:39:34] Duck Emcee da thu thap luc out sv : +Sat: 130, +Ruby: 51, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 8:30:25] Duck Emcee da thu thap luc out sv : +Sat: 38, +Ruby: 16, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 15:41:35] nghia pham da thu thap: +Sat: 1385, +Ruby: 508, +Vang: 9, +Kim Cuong: 2
[2021/8/21 - 16:28:47] nghia pham da thu thap: +Sat: 119, +Ruby: 40, +Vang: 2, +Kim Cuong: 0
[2021/8/21 - 16:45:02] Duck Emcee da thu thap: +Sat: 166, +Ruby: 68, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 16:45:09] Duck Emcee da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 16:45:36] Duck Emcee da thu thap: +Sat: 1, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 16:46:00] Duck Emcee da thu thap: +Sat: 3, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 17:04:14] Duck Emcee da thu thap: +Sat: 112, +Ruby: 32, +Vang: 1, +Kim Cuong: 0
[2021/8/21 - 17:04:58] Duck Emcee da thu thap: +Sat: 6, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 17:09:10] Duck Emcee da thu thap: +Sat: 25, +Ruby: 8, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 17:11:26] Duck Emcee da thu thap: +Sat: 10, +Ruby: 6, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 17:15:29] Duck Emcee da thu thap: +Sat: 24, +Ruby: 9, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 17:43:59] Duck Emcee da thu thap luc out sv : +Sat: 159, +Ruby: 64, +Vang: 3, +Kim Cuong: 0
[2021/8/21 - 20:17:24] Vu Hieu da thu thap: +Sat: 42, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 20:26:38] Vu Hieu da thu thap luc out sv : +Sat: 51, +Ruby: 24, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 20:27:25] Vu Hieu da thu thap: +Sat: 1, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 20:29:53] Vu Hieu da thu thap luc out sv : +Sat: 13, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 20:31:54] Vu Hieu da thu thap luc out sv : +Sat: 9, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 20:35:51] nghia pham da thu thap luc out sv : +Sat: 122, +Ruby: 28, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 20:36:40] Vu Hieu da thu thap: +Sat: 6, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 20:41:11] Vu Hieu da thu thap: +Sat: 7, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 20:57:15] Vu Hieu da thu thap: +Sat: 39, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 21:05:11] Vu Hieu da thu thap: +Sat: 39, +Ruby: 23, +Vang: 1, +Kim Cuong: 0
[2021/8/21 - 21:05:53] Vu Hieu da thu thap: +Sat: 4, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 21:24:10] Vu Hieu da thu thap: +Sat: 109, +Ruby: 39, +Vang: 1, +Kim Cuong: 0
[2021/8/21 - 21:30:41] Vu Hieu da thu thap: +Sat: 45, +Ruby: 5, +Vang: 1, +Kim Cuong: 0
[2021/8/21 - 21:38:05] Vu Hieu da thu thap: +Sat: 45, +Ruby: 15, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 21:38:54] Vu Hieu da thu thap: +Sat: 6, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 21:45:40] Vu Hieu da thu thap: +Sat: 41, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 21:48:25] Vu Hieu da thu thap luc out sv : +Sat: 18, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 21:50:15] Vu Hieu da thu thap: +Sat: 7, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 21:52:17] nghia pham da thu thap: +Sat: 124, +Ruby: 49, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 21:55:23] Vu Hieu da thu thap: +Sat: 31, +Ruby: 10, +Vang: 1, +Kim Cuong: 0
[2021/8/21 - 21:55:32] Vu Hieu da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 21:55:49] Vu Hieu da thu thap luc out sv : +Sat: 2, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 21:56:14] Vu Hieu da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 22:06:38] Phong GoodBoy da thu thap: +Sat: 3, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 22:12:59] Vu Hieu da thu thap: +Sat: 23, +Ruby: 9, +Vang: 1, +Kim Cuong: 0
[2021/8/21 - 22:43:19] Phong GoodBoy da thu thap luc out sv : +Sat: 65, +Ruby: 23, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 23:36:52] Josh Barro da thu thap: +Sat: 3, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 23:37:55] Josh Barro da thu thap: +Sat: 6, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 23:39:14] Josh Barro da thu thap: +Sat: 8, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 23:39:22] Bisp thanhlich da thu thap: +Sat: 20, +Ruby: 9, +Vang: 1, +Kim Cuong: 0
[2021/8/21 - 23:47:42] Bisp thanhlich da thu thap luc out sv : +Sat: 53, +Ruby: 12, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 23:53:14] co rich da thu thap luc out sv : +Sat: 8, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 23:54:21] co rich da thu thap: +Sat: 4, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 23:54:50] co rich da thu thap: +Sat: 3, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 23:55:00] co rich da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 23:55:02] co rich da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 23:55:23] co rich da thu thap: +Sat: 2, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 23:55:37] co rich da thu thap: +Sat: 2, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 23:55:45] co rich da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/21 - 23:59:31] Josh Barro da thu thap luc out sv : +Sat: 42, +Ruby: 23, +Vang: 2, +Kim Cuong: 0
[2021/8/22 - 0:07:51] co rich da thu thap luc out sv : +Sat: 10, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 0:29:02] Phong GoodBoy da thu thap: +Sat: 7, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 0:29:36] Phong GoodBoy da thu thap: +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 0:29:55] Phong GoodBoy da thu thap: +Sat: 2, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 0:30:12] Phong GoodBoy da thu thap: +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 0:36:18] Phong GoodBoy da thu thap: +Sat: 40, +Ruby: 10, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 0:38:53] Phong GoodBoy da thu thap: +Sat: 16, +Ruby: 6, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 0:40:37] Phong GoodBoy da thu thap: +Sat: 7, +Ruby: 7, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 0:45:52] Phong GoodBoy da thu thap: +Sat: 25, +Ruby: 16, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 0:50:52] Phong GoodBoy da thu thap: +Sat: 29, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 1:01:22] Phong GoodBoy da thu thap: +Sat: 61, +Ruby: 23, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 1:01:30] Streetgang Ken da thu thap: +Sat: 2, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 1:02:42] Phong GoodBoy da thu thap: +Sat: 8, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 1:05:35] Phong GoodBoy da thu thap: +Sat: 12, +Ruby: 7, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 1:10:03] Phong GoodBoy da thu thap: +Sat: 27, +Ruby: 10, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 1:13:58] Streetgang Ken da thu thap: +Sat: 40, +Ruby: 11, +Vang: 1, +Kim Cuong: 0
[2021/8/22 - 1:18:32] Phong GoodBoy da thu thap: +Sat: 24, +Ruby: 8, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 1:35:31] Streetgang Ken da thu thap luc out sv : +Sat: 61, +Ruby: 27, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 5:39:52] Phuocc Nhat da thu thap: +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 5:40:09] Phuocc Nhat da thu thap: +Sat: 2, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 6:00:04] Phuocc Nhat da thu thap: +Sat: 57, +Ruby: 15, +Vang: 4, +Kim Cuong: 0
[2021/8/22 - 6:32:29] Phuocc Nhat da thu thap luc out sv : +Sat: 81, +Ruby: 42, +Vang: 2, +Kim Cuong: 0
[2021/8/22 - 6:35:38] Phuocc Nhat da thu thap luc out sv : +Sat: 4, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 6:48:59] Vu Hieu da thu thap: +Sat: 15, +Ruby: 6, +Vang: 2, +Kim Cuong: 0
[2021/8/22 - 6:57:49] Vu Hieu da thu thap: +Sat: 27, +Ruby: 15, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 7:03:56] Vu Hieu da thu thap: +Sat: 15, +Ruby: 9, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 7:13:41] Vu Hieu da thu thap: +Sat: 32, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 7:14:25] Vu Hieu da thu thap: +Sat: 2, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 7:15:03] Vu Hieu da thu thap: +Sat: 3, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 7:15:18] Vu Hieu da thu thap luc out sv : +Sat: 0, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 7:56:46] Phong GoodBoy da thu thap luc out sv : +Sat: 9, +Ruby: 1, +Vang: 1, +Kim Cuong: 0
[2021/8/22 - 8:00:23] Vu Hieu da thu thap: +Sat: 17, +Ruby: 9, +Vang: 1, +Kim Cuong: 0
[2021/8/22 - 8:06:04] Vu Hieu da thu thap: +Sat: 20, +Ruby: 7, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 8:07:21] Phong GoodBoy da thu thap: +Sat: 20, +Ruby: 13, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 8:13:29] Vu Hieu da thu thap: +Sat: 18, +Ruby: 13, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 8:16:37] Phong GoodBoy da thu thap luc out sv : +Sat: 9, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 8:19:37] Vu Hieu da thu thap luc out sv : +Sat: 17, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 8:21:05] Phong GoodBoy da thu thap: +Sat: 13, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 8:23:02] Vu Hieu da thu thap: +Sat: 6, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 8:24:29] Vu Hieu da thu thap: +Sat: 4, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 8:26:08] Vu Hieu da thu thap: +Sat: 8, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 8:28:13] Vu Hieu da thu thap: +Sat: 10, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 8:31:55] Vu Hieu da thu thap: +Sat: 11, +Ruby: 7, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 8:33:24] Vu Hieu da thu thap: +Sat: 3, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 8:34:58] Vu Hieu da thu thap: +Sat: 6, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 8:36:37] Vu Hieu da thu thap: +Sat: 5, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 8:37:52] Vu Hieu da thu thap: +Sat: 2, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 8:39:20] Vu Hieu da thu thap: +Sat: 7, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 8:40:19] Vu Hieu da thu thap: +Sat: 4, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 8:40:43] Vu Hieu da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 8:56:49] Phong GoodBoy da thu thap: +Sat: 16, +Ruby: 9, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 9:03:17] Phong GoodBoy da thu thap: +Sat: 19, +Ruby: 10, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 9:06:00] Andy Johnson da thu thap luc out sv : +Sat: 9, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 9:08:26] Phong GoodBoy da thu thap: +Sat: 11, +Ruby: 10, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 9:10:15] Phong GoodBoy da thu thap: +Sat: 5, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 9:10:29] Phong GoodBoy da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 9:13:23] Andy Johnson da thu thap: +Sat: 14, +Ruby: 10, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 9:13:46] Andy Johnson da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 9:13:51] Phong GoodBoy da thu thap: +Sat: 13, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 9:15:01] Phong GoodBoy da thu thap: +Sat: 5, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 9:16:52] Phong GoodBoy da thu thap: +Sat: 6, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 9:17:54] Phong GoodBoy da thu thap: +Sat: 3, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 9:18:41] Phong GoodBoy da thu thap: +Sat: 3, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 9:19:29] Andy Johnson da thu thap luc out sv : +Sat: 12, +Ruby: 12, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 9:21:09] Phong GoodBoy da thu thap: +Sat: 3, +Ruby: 4, +Vang: 1, +Kim Cuong: 0
[2021/8/22 - 9:23:01] Phong GoodBoy da thu thap: +Sat: 3, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 10:00:12] Phong GoodBoy da thu thap: +Sat: 44, +Ruby: 19, +Vang: 1, +Kim Cuong: 0
[2021/8/22 - 10:14:10] Vu Hieu da thu thap: +Sat: 23, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 10:16:33] Phong GoodBoy da thu thap: +Sat: 11, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 10:18:44] Phong GoodBoy da thu thap: +Sat: 6, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 10:20:40] Vu Hieu da thu thap: +Sat: 16, +Ruby: 8, +Vang: 1, +Kim Cuong: 0
[2021/8/22 - 10:33:29] Phong GoodBoy da thu thap luc out sv : +Sat: 39, +Ruby: 23, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 10:38:52] Vu Hieu da thu thap: +Sat: 50, +Ruby: 21, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 10:39:46] Vu Hieu da thu thap: +Sat: 1, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/8/22 - 10:43:09] Vu Hieu da thu thap: +Sat: 12, +Ruby: 8, +Vang: 0, +Kim Cuong: 0
